president,enddate,Approve,Disapprove
Donald Trump,3/1/2017,41.056827,52.140717
Donald Trump,2/28/2017,42.957442,50.763923
Donald Trump,3/1/2017,42.957442,49.763923
Donald Trump,3/4/2017,41.973556,52.647346
Donald Trump,3/2/2017,46.174548,47.6507
Donald Trump,3/1/2017,43.056827,53.140717
Donald Trump,3/2/2017,42.957442,49.763923
Donald Trump,3/3/2017,45.974548,47.5507
Donald Trump,3/2/2017,46.056827,44.140717
Donald Trump,3/3/2017,44.056827,49.140717
Donald Trump,3/4/2017,45.774548,47.0507
Donald Trump,3/3/2017,42.957442,49.763923
Donald Trump,3/4/2017,41.056827,50.140717
Donald Trump,3/4/2017,44.272005,50.732341
Donald Trump,3/5/2017,47.174548,45.5507
Donald Trump,3/5/2017,44.694156,50.457367
Donald Trump,3/4/2017,42.957442,48.763923
Donald Trump,3/6/2017,47.974548,44.8507
Donald Trump,3/5/2017,43.957442,48.763923
Donald Trump,3/5/2017,42.658908,47.461051
Donald Trump,3/5/2017,42.056827,51.140717
Donald Trump,3/6/2017,40.056827,49.140717
Donald Trump,3/6/2017,42.957442,49.763923
Donald Trump,3/7/2017,47.974548,44.8507
Donald Trump,3/6/2017,40.374548,43.8507
Donald Trump,3/8/2017,48.674548,44.4507
Donald Trump,3/9/2017,43.694156,51.457367
Donald Trump,3/7/2017,41.957442,51.763923
Donald Trump,3/7/2017,40.056827,52.140717
Donald Trump,3/12/2017,44.430471,51.74177
Donald Trump,3/8/2017,42.056827,51.140717
Donald Trump,3/7/2017,42.056827,51.140717
Donald Trump,3/11/2017,42.694454,50.867505
Donald Trump,3/9/2017,49.374548,44.1507
Donald Trump,3/8/2017,40.957442,51.763923
Donald Trump,3/9/2017,39.056827,51.140717
Donald Trump,3/10/2017,49.074548,45.0507
Donald Trump,3/9/2017,41.957442,50.763923
Donald Trump,3/10/2017,40.056827,52.140717
Donald Trump,3/11/2017,48.274548,45.7507
Donald Trump,3/10/2017,43.957442,47.763923
Donald Trump,3/12/2017,36.070846,56.633466
Donald Trump,3/11/2017,44.957442,47.763923
Donald Trump,3/11/2017,42.056827,52.140717
Donald Trump,3/12/2017,47.474548,46.6507
Donald Trump,3/12/2017,39.056827,53.140717
Donald Trump,3/12/2017,41.957442,49.763923
Donald Trump,3/13/2017,47.274548,47.1507
Donald Trump,3/13/2017,38.957442,53.763923
Donald Trump,3/14/2017,45.674548,47.7507
Donald Trump,3/13/2017,43.056827,50.140717
Donald Trump,3/15/2017,44.874548,47.5507
Donald Trump,3/16/2017,42.694156,52.457367
Donald Trump,3/14/2017,39.957442,52.763923
Donald Trump,3/14/2017,41.056827,51.140717
Donald Trump,3/15/2017,41.957442,51.763923
Donald Trump,3/16/2017,44.574548,47.8507
Donald Trump,3/15/2017,39.056827,54.140717
Donald Trump,3/16/2017,40.056827,50.140717
Donald Trump,3/17/2017,44.774548,47.6507
Donald Trump,3/16/2017,43.257815,52.169753
Donald Trump,3/16/2017,40.957442,52.763923
Donald Trump,3/17/2017,39.957442,53.763923
Donald Trump,3/18/2017,42.774548,49.2507
Donald Trump,3/17/2017,43.056827,49.140717
Donald Trump,3/18/2017,42.056827,51.140717
Donald Trump,3/19/2017,45.174548,48.0507
Donald Trump,3/18/2017,36.957442,56.763923
Donald Trump,3/19/2017,42.056827,52.140717
Donald Trump,3/19/2017,38.957442,53.763923
Donald Trump,3/20/2017,46.074548,46.8507
Donald Trump,3/20/2017,38.957442,54.763923
Donald Trump,3/21/2017,46.674548,46.5507
Donald Trump,3/20/2017,42.825675,51.199832
Donald Trump,3/20/2017,43.056827,49.140717
Donald Trump,3/22/2017,46.274548,47.0507
Donald Trump,3/21/2017,41.056827,48.140717
Donald Trump,3/23/2017,38.694156,54.457367
Donald Trump,3/21/2017,39.957442,53.763923
Donald Trump,3/21/2017,40.056827,51.140717
Donald Trump,3/22/2017,38.957442,54.763923
Donald Trump,3/22/2017,40.056827,53.140717
Donald Trump,3/23/2017,48.374548,45.3507
Donald Trump,3/23/2017,40.056827,52.140717
Donald Trump,3/23/2017,40.957442,52.763923
Donald Trump,3/24/2017,46.574548,46.9507
Donald Trump,3/23/2017,38.257815,56.169753
Donald Trump,3/24/2017,40.056827,54.140717
Donald Trump,3/25/2017,46.374548,47.7507
Donald Trump,3/24/2017,40.957442,52.763923
Donald Trump,3/25/2017,39.957442,52.763923
Donald Trump,3/25/2017,39.056827,52.140717
Donald Trump,3/26/2017,44.574548,48.6507
Donald Trump,3/27/2017,43.358901,53.613477
Donald Trump,3/27/2017,44.874548,47.7507
Donald Trump,3/27/2017,37.268893,52.049562
Donald Trump,3/26/2017,35.957442,55.763923
Donald Trump,3/26/2017,39.056827,53.140717
Donald Trump,3/27/2017,41.056827,50.140717
Donald Trump,3/28/2017,43.774548,48.0507
Donald Trump,3/27/2017,35.957442,54.763923
Donald Trump,3/30/2017,40.694156,55.457367
Donald Trump,3/28/2017,37.056827,55.140717
Donald Trump,3/30/2017,34.973556,55.647346
Donald Trump,3/28/2017,34.957442,57.763923
Donald Trump,3/29/2017,45.374548,45.9507
Donald Trump,3/28/2017,41.056827,49.140717
Donald Trump,3/28/2017,40.782305,51.509023
Donald Trump,3/29/2017,38.863557,53.791578
Donald Trump,3/29/2017,34.257815,60.169753
Donald Trump,3/29/2017,37.056827,54.140717
Donald Trump,3/30/2017,45.874548,45.3507
Donald Trump,3/29/2017,37.957442,55.763923
Donald Trump,3/30/2017,37.957442,54.763923
Donald Trump,3/31/2017,47.574548,44.7507
Donald Trump,3/30/2017,39.056827,52.140717
Donald Trump,3/31/2017,39.056827,53.140717
Donald Trump,3/31/2017,39.957442,54.763923
Donald Trump,4/1/2017,47.674548,45.2507
Donald Trump,4/1/2017,37.957442,55.763923
Donald Trump,4/3/2017,41.070846,53.633466
Donald Trump,4/2/2017,47.774548,46.1507
Donald Trump,4/1/2017,38.056827,55.140717
Donald Trump,4/2/2017,37.957442,55.763923
Donald Trump,4/3/2017,46.574548,48.3507
Donald Trump,4/2/2017,37.056827,53.140717
Donald Trump,4/3/2017,38.056827,53.140717
Donald Trump,4/4/2017,45.874548,49.5507
Donald Trump,4/3/2017,38.957442,53.763923
Donald Trump,4/4/2017,39.056827,51.140717
Donald Trump,4/4/2017,40.056827,50.140717
Donald Trump,4/5/2017,45.374548,49.9507
Donald Trump,4/4/2017,41.957442,50.763923
Donald Trump,4/6/2017,38.694156,55.457367
Donald Trump,4/5/2017,42.056827,48.140717
Donald Trump,4/5/2017,40.957442,51.763923
Donald Trump,4/5/2017,36.257815,59.169753
Donald Trump,4/6/2017,44.674548,50.4507
Donald Trump,4/7/2017,44.574548,49.1507
Donald Trump,4/6/2017,39.957442,52.763923
Donald Trump,4/6/2017,39.056827,52.140717
Donald Trump,4/6/2017,38.194628,48.957609
Donald Trump,4/7/2017,39.957442,52.763923
Donald Trump,4/7/2017,38.056827,52.140717
Donald Trump,4/8/2017,45.774548,47.9507
Donald Trump,4/9/2017,46.874548,46.6507
Donald Trump,4/8/2017,39.957442,52.763923
Donald Trump,4/8/2017,38.056827,52.140717
Donald Trump,4/9/2017,39.957442,51.763923
Donald Trump,4/11/2017,40.430471,50.74177
Donald Trump,4/10/2017,48.374548,45.1507
Donald Trump,4/9/2017,43.782305,48.509023
Donald Trump,4/11/2017,48.874548,45.4507
Donald Trump,4/10/2017,43.056827,50.140717
Donald Trump,4/10/2017,39.957442,52.763923
Donald Trump,4/13/2017,40.694156,52.457367
Donald Trump,4/11/2017,40.056827,52.140717
Donald Trump,4/12/2017,47.874548,46.1507
Donald Trump,4/11/2017,40.957442,50.763923
Donald Trump,4/13/2017,47.374548,46.8507
Donald Trump,4/11/2017,40.056827,52.140717
Donald Trump,4/12/2017,39.957442,52.763923
Donald Trump,4/18/2017,40.430471,57.74177
Donald Trump,4/12/2017,42.056827,49.140717
Donald Trump,4/12/2017,36.257815,58.169753
Donald Trump,4/14/2017,46.274548,48.4507
Donald Trump,4/13/2017,39.957442,53.763923
Donald Trump,4/12/2017,39.268893,49.049562
Donald Trump,4/13/2017,40.056827,52.140717
Donald Trump,4/14/2017,38.957442,53.763923
Donald Trump,4/15/2017,45.074548,49.5507
Donald Trump,4/14/2017,42.056827,49.140717
Donald Trump,4/15/2017,40.957442,51.763923
Donald Trump,4/16/2017,44.774548,49.0507
Donald Trump,4/15/2017,42.056827,49.140717
Donald Trump,4/17/2017,43.574548,51.3507
Donald Trump,4/17/2017,40.957442,50.763923
Donald Trump,4/18/2017,42.774548,51.8507
Donald Trump,4/18/2017,43.056827,48.140717
Donald Trump,4/19/2017,42.374548,51.9507
Donald Trump,4/18/2017,41.957442,50.763923
Donald Trump,4/20/2017,41.694156,53.457367
Donald Trump,4/18/2017,41.056827,51.140717
Donald Trump,4/19/2017,42.957442,48.763923
Donald Trump,4/20/2017,41.974548,52.1507
Donald Trump,4/19/2017,41.056827,50.140717
Donald Trump,4/18/2017,35.257815,59.169753
Donald Trump,4/21/2017,40.174548,53.6507
Donald Trump,4/20/2017,39.194628,54.957609
Donald Trump,4/20/2017,40.056827,47.140717
Donald Trump,4/20/2017,40.825675,53.199832
Donald Trump,4/25/2017,41.776803,47.645536
Donald Trump,4/20/2017,42.087203,51.890805
Donald Trump,4/20/2017,42.957442,49.763923
Donald Trump,4/21/2017,41.957442,50.763923
Donald Trump,4/23/2017,45.070846,48.633466
Donald Trump,4/22/2017,40.474548,52.4507
Donald Trump,4/21/2017,46.056827,47.140717
Donald Trump,4/23/2017,40.374548,52.3507
Donald Trump,4/22/2017,39.957442,52.763923
Donald Trump,4/23/2017,43.056827,50.140717
Donald Trump,4/23/2017,39.957442,52.763923
Donald Trump,4/24/2017,40.074548,52.7507
Donald Trump,4/25/2017,40.874548,51.7507
Donald Trump,4/24/2017,39.957442,53.763923
Donald Trump,4/24/2017,41.056827,49.140717
Donald Trump,4/24/2017,41.782305,52.509023
Donald Trump,4/27/2017,42.694156,51.457367
Donald Trump,4/25/2017,43.272005,52.732341
Donald Trump,4/25/2017,38.957442,54.763923
Donald Trump,4/26/2017,42.074548,51.3507
Donald Trump,4/25/2017,41.056827,50.140717
Donald Trump,4/25/2017,42.056827,51.140717
Donald Trump,4/26/2017,39.957442,53.763923
Donald Trump,4/27/2017,41.874548,52.0507
Donald Trump,4/26/2017,40.056827,52.140717
Donald Trump,4/27/2017,41.056827,50.140717
Donald Trump,4/28/2017,42.274548,51.0507
Donald Trump,4/27/2017,42.957442,50.763923
Donald Trump,4/27/2017,33.257815,62.169753
Donald Trump,4/29/2017,42.974548,50.4507
Donald Trump,4/28/2017,42.957442,49.763923
Donald Trump,4/28/2017,42.056827,48.140717
Donald Trump,4/29/2017,38.056827,52.140717
Donald Trump,4/30/2017,43.374548,50.5507
Donald Trump,4/29/2017,41.957442,51.763923
Donald Trump,4/30/2017,43.056827,50.140717
Donald Trump,4/30/2017,40.957442,53.763923
Donald Trump,1/22/2017,46.495997,37.343779
Donald Trump,1/24/2017,45.949966,42.047479
Donald Trump,1/25/2017,43.349966,45.547479
Donald Trump,1/24/2017,52.837601,43.988128
Donald Trump,1/25/2017,38.758206,42.19894
Donald Trump,1/24/2017,44.584689,43.690153
Donald Trump,1/25/2017,54.837601,41.988128
Donald Trump,1/26/2017,42.049966,46.247479
Donald Trump,1/25/2017,42.555458,38.288382
Donald Trump,1/26/2017,50.837601,45.988128
Donald Trump,1/27/2017,45.849966,44.647479
Donald Trump,1/28/2017,47.249966,43.547479
Donald Trump,1/29/2017,49.049966,43.947479
Donald Trump,1/28/2017,49.495997,41.343779
Donald Trump,1/29/2017,48.837601,47.988128
Donald Trump,1/30/2017,46.897876,48.434398
Donald Trump,1/30/2017,46.837601,49.988128
Donald Trump,1/30/2017,49.349966,42.547479
Donald Trump,1/31/2017,49.049966,42.647479
Donald Trump,1/31/2017,48.837601,47.988128
Donald Trump,2/1/2017,48.649966,43.247479
Donald Trump,1/31/2017,46.555458,44.288382
Donald Trump,2/1/2017,48.837601,47.988128
Donald Trump,1/31/2017,47.584689,48.690153
Donald Trump,2/2/2017,48.449966,43.847479
Donald Trump,2/3/2017,48.049966,43.747479
Donald Trump,2/2/2017,49.837601,46.988128
Donald Trump,2/5/2017,44.897876,50.434398
Donald Trump,2/4/2017,47.549966,44.347479
Donald Trump,2/4/2017,47.495997,46.343779
Donald Trump,2/5/2017,48.837601,47.988128
Donald Trump,2/4/2017,43.555458,50.288382
Donald Trump,2/4/2017,44.436399,44.592979
Donald Trump,2/5/2017,49.449966,43.147479
Donald Trump,2/6/2017,47.049966,46.447479
Donald Trump,2/6/2017,48.837601,47.988128
Donald Trump,2/6/2017,44.758206,49.19894
Donald Trump,2/5/2017,47.555458,46.288382
Donald Trump,2/6/2017,45.058311,49.084326
Donald Trump,2/7/2017,48.249966,45.547479
Donald Trump,2/6/2017,43.555458,47.288382
Donald Trump,2/8/2017,49.049966,45.347479
Donald Trump,2/6/2017,47.464623,49.767022
Donald Trump,2/7/2017,43.555458,48.288382
Donald Trump,2/7/2017,48.837601,47.988128
Donald Trump,2/7/2017,41.555458,50.288382
Donald Trump,2/8/2017,48.837601,47.988128
Donald Trump,2/8/2017,43.555458,48.288382
Donald Trump,2/9/2017,49.449966,45.147479
Donald Trump,2/8/2017,43.584689,52.690153
Donald Trump,2/9/2017,41.555458,51.288382
Donald Trump,2/10/2017,46.549966,48.447479
Donald Trump,2/9/2017,47.837601,48.988128
Donald Trump,2/12/2017,43.897876,51.434398
Donald Trump,2/11/2017,49.649966,43.647479
Donald Trump,2/12/2017,47.837601,48.988128
Donald Trump,2/10/2017,49.495997,45.343779
Donald Trump,2/12/2017,43.501807,52.385481
Donald Trump,2/12/2017,48.849966,44.647479
Donald Trump,2/13/2017,48.549966,44.947479
Donald Trump,2/13/2017,47.837601,48.988128
Donald Trump,2/12/2017,41.555458,51.288382
Donald Trump,2/13/2017,46.832943,47.059963
Donald Trump,2/14/2017,47.949966,46.147479
Donald Trump,2/13/2017,41.555458,50.288382
Donald Trump,2/13/2017,44.934719,50.891093
Donald Trump,2/14/2017,48.837601,47.988128
Donald Trump,2/14/2017,42.555458,50.288382
Donald Trump,2/14/2017,45.555458,48.288382
Donald Trump,2/15/2017,49.949966,44.447479
Donald Trump,2/15/2017,50.837601,45.988128
Donald Trump,2/15/2017,42.555458,51.288382
Donald Trump,2/16/2017,48.049966,46.747479
Donald Trump,2/17/2017,46.749966,49.047479
Donald Trump,2/16/2017,39.555458,50.288382
Donald Trump,2/17/2017,44.897876,51.434398
Donald Trump,2/16/2017,50.837601,45.988128
Donald Trump,2/17/2017,43.555458,49.288382
Donald Trump,2/18/2017,45.949966,50.047479
Donald Trump,2/19/2017,47.049966,48.247479
Donald Trump,2/19/2017,41.933926,49.285681
Donald Trump,2/19/2017,46.837601,49.988128
Donald Trump,2/18/2017,43.555458,48.288382
Donald Trump,2/19/2017,49.495997,44.343779
Donald Trump,2/20/2017,45.837601,50.988128
Donald Trump,2/20/2017,48.058311,45.084326
Donald Trump,2/19/2017,39.555458,53.288382
Donald Trump,2/20/2017,45.249966,48.547479
Donald Trump,2/20/2017,43.555458,47.288382
Donald Trump,2/21/2017,44.249966,49.347479
Donald Trump,2/21/2017,40.758206,53.19894
Donald Trump,2/22/2017,47.555458,47.288382
Donald Trump,2/22/2017,44.849966,46.747479
Donald Trump,2/23/2017,42.897876,52.434398
Donald Trump,2/21/2017,46.837601,49.988128
Donald Trump,2/22/2017,47.837601,47.988128
Donald Trump,2/23/2017,43.849966,47.547479
Donald Trump,2/22/2017,43.555458,48.288382
Donald Trump,2/24/2017,43.049966,49.447479
Donald Trump,2/22/2017,45.584689,47.690153
Donald Trump,2/23/2017,48.837601,47.988128
Donald Trump,2/24/2017,42.555458,50.288382
Donald Trump,2/25/2017,46.049966,46.447479
Donald Trump,2/26/2017,46.837601,49.988128
Donald Trump,2/25/2017,42.555458,50.288382
Donald Trump,2/26/2017,46.749966,46.347479
Donald Trump,2/27/2017,45.837601,50.988128
Donald Trump,2/26/2017,41.555458,49.288382
Donald Trump,2/26/2017,50.495997,45.343779
Donald Trump,2/27/2017,47.249966,45.647479
Donald Trump,2/28/2017,48.549966,44.947479
Donald Trump,2/27/2017,43.555458,48.288382
Donald Trump,2/28/2017,45.837601,50.988128
Donald Trump,3/1/2017,44.555458,50.288382
Donald Trump,3/2/2017,44.897876,51.434398
Donald Trump,2/28/2017,44.555458,48.288382
Donald Trump,3/1/2017,50.149966,44.147479
Donald Trump,3/1/2017,43.555458,52.288382
Donald Trump,3/2/2017,47.949966,45.947479
Donald Trump,3/1/2017,47.837601,48.988128
Donald Trump,3/3/2017,48.049966,46.347479
Donald Trump,3/2/2017,48.837601,47.988128
Donald Trump,3/2/2017,48.555458,43.288382
Donald Trump,3/3/2017,47.555458,46.288382
Donald Trump,3/4/2017,46.949966,46.247479
Donald Trump,3/5/2017,47.749966,45.447479
Donald Trump,3/5/2017,47.837601,48.988128
Donald Trump,3/4/2017,46.555458,47.288382
Donald Trump,3/5/2017,46.678526,44.057921
Donald Trump,3/5/2017,44.555458,47.288382
Donald Trump,3/6/2017,46.837601,49.988128
Donald Trump,3/6/2017,43.758206,50.19894
Donald Trump,3/6/2017,48.849966,44.447479
Donald Trump,3/5/2017,44.29642,46.849766
Donald Trump,3/6/2017,50.495997,45.343779
Donald Trump,3/7/2017,47.949966,45.447479
Donald Trump,3/7/2017,45.285222,46.362
Donald Trump,3/6/2017,44.555458,46.288382
Donald Trump,3/8/2017,48.649966,45.147479
Donald Trump,3/7/2017,44.837601,51.988128
Donald Trump,3/9/2017,46.897876,48.434398
Donald Trump,3/7/2017,41.555458,52.288382
Donald Trump,3/9/2017,50.449966,44.447479
Donald Trump,3/7/2017,43.555458,49.288382
Donald Trump,3/8/2017,45.555458,50.288382
Donald Trump,3/8/2017,44.837601,51.988128
Donald Trump,3/10/2017,50.449966,45.147479
Donald Trump,3/9/2017,43.837601,52.988128
Donald Trump,3/9/2017,41.555458,50.288382
Donald Trump,3/11/2017,49.549966,46.047479
Donald Trump,3/10/2017,42.555458,50.288382
Donald Trump,3/12/2017,48.549966,47.947479
Donald Trump,3/12/2017,42.837601,53.988128
Donald Trump,3/11/2017,43.555458,50.288382
Donald Trump,3/13/2017,41.837601,53.988128
Donald Trump,3/12/2017,43.584689,49.690153
Donald Trump,3/13/2017,47.749966,48.647479
Donald Trump,3/12/2017,42.555458,50.288382
Donald Trump,3/13/2017,52.495997,43.343779
Donald Trump,3/13/2017,46.555458,47.288382
Donald Trump,3/14/2017,45.849966,49.747479
Donald Trump,3/14/2017,40.837601,54.988128
Donald Trump,3/16/2017,44.897876,51.434398
Donald Trump,3/15/2017,45.549966,48.847479
Donald Trump,3/14/2017,41.832943,51.059963
Donald Trump,3/15/2017,42.837601,53.988128
Donald Trump,3/14/2017,43.555458,48.288382
Donald Trump,3/16/2017,45.349966,48.647479
Donald Trump,3/15/2017,41.555458,52.288382
Donald Trump,3/16/2017,43.837601,52.988128
Donald Trump,3/17/2017,45.649966,48.447479
Donald Trump,3/16/2017,45.934719,49.891093
Donald Trump,3/16/2017,43.555458,52.288382
Donald Trump,3/17/2017,43.555458,49.288382
Donald Trump,3/18/2017,45.349966,48.947479
Donald Trump,3/18/2017,42.555458,50.288382
Donald Trump,3/17/2017,41.364289,47.421625
Donald Trump,3/19/2017,48.449966,46.347479
Donald Trump,3/19/2017,44.837601,51.988128
Donald Trump,3/20/2017,46.058311,49.084326
Donald Trump,3/19/2017,44.555458,49.288382
Donald Trump,3/19/2017,50.495997,44.343779
Donald Trump,3/20/2017,49.449966,45.347479
Donald Trump,3/20/2017,45.837601,50.988128
Donald Trump,3/21/2017,39.758206,54.19894
Donald Trump,3/20/2017,43.555458,50.288382
Donald Trump,3/21/2017,49.649966,45.647479
Donald Trump,3/23/2017,41.897876,54.434398
Donald Trump,3/22/2017,51.549966,42.447479
Donald Trump,3/21/2017,43.555458,48.288382
Donald Trump,3/21/2017,41.837601,54.988128
Donald Trump,3/21/2017,42.555458,51.288382
Donald Trump,3/22/2017,42.837601,53.988128
Donald Trump,3/22/2017,41.555458,53.288382
Donald Trump,3/23/2017,52.949966,40.947479
Donald Trump,3/24/2017,49.649966,43.947479
Donald Trump,3/23/2017,41.555458,50.288382
Donald Trump,3/23/2017,39.837601,56.988128
Donald Trump,3/24/2017,42.555458,52.288382
Donald Trump,3/25/2017,46.349966,46.847479
Donald Trump,3/25/2017,41.555458,52.288382
Donald Trump,3/26/2017,44.949966,46.747479
Donald Trump,3/26/2017,40.837601,54.988128
Donald Trump,3/27/2017,38.933926,51.285681
Donald Trump,3/27/2017,40.837601,55.988128
Donald Trump,3/26/2017,40.555458,53.288382
Donald Trump,3/27/2017,39.285222,47.362
Donald Trump,3/27/2017,42.649966,48.847479
Donald Trump,3/25/2017,45.495997,50.343779
Donald Trump,3/27/2017,43.555458,49.288382
Donald Trump,3/28/2017,39.749966,50.747479
Donald Trump,3/29/2017,41.349966,48.747479
Donald Trump,3/28/2017,40.555458,53.288382
Donald Trump,3/28/2017,44.555458,49.288382
Donald Trump,3/28/2017,39.837601,56.988128
Donald Trump,3/30/2017,40.897876,54.434398
Donald Trump,3/29/2017,40.555458,53.288382
Donald Trump,3/28/2017,40.584689,52.690153
Donald Trump,3/30/2017,43.749966,47.747479
Donald Trump,3/29/2017,39.837601,56.988128
Donald Trump,3/30/2017,38.837601,57.988128
Donald Trump,3/31/2017,44.649966,48.647479
Donald Trump,3/30/2017,43.555458,48.288382
Donald Trump,4/1/2017,46.149966,48.547479
Donald Trump,3/31/2017,39.555458,52.288382
Donald Trump,4/2/2017,48.049966,47.347479
Donald Trump,4/2/2017,37.837601,58.988128
Donald Trump,4/1/2017,41.555458,52.288382
Donald Trump,4/1/2017,47.495997,49.343779
Donald Trump,4/3/2017,37.758206,55.19894
Donald Trump,4/3/2017,38.837601,57.988128
Donald Trump,4/3/2017,49.049966,47.047479
Donald Trump,4/2/2017,39.555458,52.288382
Donald Trump,4/4/2017,46.049966,49.847479
Donald Trump,4/3/2017,42.555458,48.288382
Donald Trump,4/4/2017,41.555458,51.288382
Donald Trump,4/4/2017,42.555458,49.288382
Donald Trump,4/5/2017,44.349966,50.147479
Donald Trump,4/4/2017,41.837601,54.988128
Donald Trump,4/6/2017,40.897876,53.434398
Donald Trump,4/5/2017,41.837601,54.988128
Donald Trump,4/6/2017,44.749966,50.147479
Donald Trump,4/5/2017,42.555458,49.288382
Donald Trump,4/7/2017,45.249966,48.347479
Donald Trump,4/6/2017,40.837601,55.988128
Donald Trump,4/6/2017,42.555458,52.288382
Donald Trump,4/7/2017,39.555458,54.288382
Donald Trump,4/8/2017,45.149966,48.647479
Donald Trump,4/8/2017,41.555458,50.288382
Donald Trump,4/9/2017,39.837601,56.988128
Donald Trump,4/9/2017,48.349966,45.547479
Donald Trump,4/11/2017,43.501807,50.385481
Donald Trump,4/10/2017,42.837601,53.988128
Donald Trump,4/9/2017,48.495997,47.343779
Donald Trump,4/10/2017,51.649966,42.747479
Donald Trump,4/10/2017,44.555458,49.288382
Donald Trump,4/11/2017,51.349966,42.847479
Donald Trump,4/13/2017,43.897876,51.434398
Donald Trump,4/11/2017,42.837601,53.988128
Donald Trump,4/11/2017,42.555458,50.288382
Donald Trump,4/12/2017,49.549966,44.347479
Donald Trump,4/12/2017,44.555458,49.288382
Donald Trump,4/12/2017,43.837601,52.988128
Donald Trump,4/11/2017,42.555458,51.288382
Donald Trump,4/13/2017,49.249966,45.047479
Donald Trump,4/14/2017,48.849966,45.347479
Donald Trump,4/13/2017,43.837601,52.988128
Donald Trump,4/12/2017,39.933926,49.285681
Donald Trump,4/13/2017,43.555458,49.288382
Donald Trump,4/15/2017,47.049966,47.047479
Donald Trump,4/14/2017,43.555458,49.288382
Donald Trump,4/16/2017,47.749966,45.747479
Donald Trump,4/15/2017,48.495997,45.343779
Donald Trump,4/15/2017,44.555458,48.288382
Donald Trump,4/16/2017,45.837601,50.988128
Donald Trump,4/18/2017,42.758206,54.19894
Donald Trump,4/17/2017,47.849966,47.347479
Donald Trump,4/17/2017,45.837601,50.988128
Donald Trump,4/18/2017,49.249966,45.847479
Donald Trump,4/17/2017,44.934719,50.891093
Donald Trump,4/18/2017,43.555458,49.288382
Donald Trump,4/18/2017,45.555458,48.288382
Donald Trump,4/18/2017,43.837601,52.988128
Donald Trump,4/20/2017,43.897876,51.434398
Donald Trump,4/19/2017,47.649966,47.447479
Donald Trump,4/20/2017,44.149966,50.847479
Donald Trump,4/19/2017,44.837601,51.988128
Donald Trump,4/19/2017,42.555458,48.288382
Donald Trump,4/18/2017,43.584689,49.690153
Donald Trump,4/20/2017,44.837601,51.988128
Donald Trump,4/20/2017,42.555458,49.288382
Donald Trump,4/21/2017,44.749966,49.947479
Donald Trump,4/21/2017,45.555458,48.288382
Donald Trump,4/20/2017,41.116076,50.161145
Donald Trump,4/22/2017,44.449966,49.847479
Donald Trump,4/23/2017,45.349966,48.747479
Donald Trump,4/23/2017,46.837601,49.988128
Donald Trump,4/24/2017,42.837601,53.988128
Donald Trump,4/24/2017,46.058311,47.084326
Donald Trump,4/23/2017,43.555458,50.288382
Donald Trump,4/24/2017,51.495997,45.343779
Donald Trump,4/24/2017,43.749966,51.047479
Donald Trump,4/24/2017,43.555458,50.288382
Donald Trump,4/25/2017,46.249966,47.947479
Donald Trump,4/25/2017,42.555458,49.288382
Donald Trump,4/26/2017,45.149966,50.147479
Donald Trump,4/25/2017,43.832943,48.059963
Donald Trump,4/25/2017,44.555458,48.288382
Donald Trump,4/27/2017,44.897876,50.434398
Donald Trump,4/25/2017,41.837601,54.988128
Donald Trump,4/26/2017,42.555458,51.288382
Donald Trump,4/27/2017,44.649966,50.947479
Donald Trump,4/26/2017,40.837601,55.988128
Donald Trump,4/27/2017,42.555458,50.288382
Donald Trump,4/27/2017,42.837601,53.988128
Donald Trump,4/28/2017,42.249966,52.247479
Donald Trump,4/28/2017,43.555458,49.288382
Donald Trump,4/29/2017,44.349966,49.647479
Donald Trump,4/29/2017,40.555458,52.288382
Donald Trump,4/30/2017,44.149966,50.747479
Donald Trump,4/30/2017,42.837601,53.988128
Donald Trump,4/30/2017,48.495997,45.343779
Donald Trump,4/30/2017,45.555458,50.288382
Donald Trump,4/29/2017,41.436399,51.592979
Joseph R. Biden Jr.,1/21/2021,50.660689,38.504473
Joseph R. Biden Jr.,1/21/2021,48.757916,31.178806
Joseph R. Biden Jr.,1/21/2021,46.564763,28.224945
Joseph R. Biden Jr.,1/21/2021,53.911401,32.82575
Joseph R. Biden Jr.,1/22/2021,49.757916,31.178806
Joseph R. Biden Jr.,1/21/2021,54.757916,34.178806
Joseph R. Biden Jr.,1/23/2021,50.757916,32.178806
Joseph R. Biden Jr.,1/24/2021,50.660689,40.504473
Joseph R. Biden Jr.,1/22/2021,58.61391,37.567184
Joseph R. Biden Jr.,1/23/2021,56.505396,33.304864
Joseph R. Biden Jr.,1/24/2021,51.757916,32.178806
Joseph R. Biden Jr.,1/25/2021,50.660689,40.504473
Joseph R. Biden Jr.,1/24/2021,54.775883,29.791433
Joseph R. Biden Jr.,1/26/2021,54.577733,32.190494
Joseph R. Biden Jr.,1/25/2021,57.757916,35.178806
Joseph R. Biden Jr.,1/25/2021,51.757916,33.178806
Joseph R. Biden Jr.,1/25/2021,54.757916,35.178806
Joseph R. Biden Jr.,1/25/2021,55.827544,35.405649
Joseph R. Biden Jr.,1/26/2021,51.757916,33.178806
Joseph R. Biden Jr.,1/26/2021,52.564763,33.224945
Joseph R. Biden Jr.,1/26/2021,50.660689,41.504473
Joseph R. Biden Jr.,1/27/2021,52.757916,34.178806
Joseph R. Biden Jr.,1/27/2021,50.068353,34.63946
