enddate,approval_type,rate,year
2019-03-19,approve,39.948636,2019
2019-03-19,disapprove,54.76658,2019
2019-03-19,approve,40.746612,2019
2019-03-19,disapprove,54.481791,2019
2019-03-18,approve,41.948636,2019
2019-03-18,disapprove,54.76658,2019
2019-03-19,approve,42.608387,2019
2019-03-19,disapprove,51.626013,2019
2019-03-18,approve,41.868815,2019
2019-03-18,disapprove,52.950052,2019
2019-03-21,approve,40.451563,2019
2019-03-21,disapprove,54.380389,2019
2019-03-20,approve,39.746612,2019
2019-03-20,disapprove,55.481791,2019
2019-03-19,approve,40.746612,2019
2019-03-19,disapprove,54.481791,2019
2019-03-20,approve,43.608387,2019
2019-03-20,disapprove,50.626013,2019
2019-03-22,approve,41.451563,2019
2019-03-22,disapprove,53.280389,2019
2019-03-20,approve,43.584929,2019
2019-03-20,disapprove,51.955382,2019
2019-03-22,approve,40.746612,2019
2019-03-22,disapprove,54.481791,2019
2019-03-19,approve,42.948636,2019
2019-03-19,disapprove,54.76658,2019
2019-03-20,approve,44.012924,2019
2019-03-20,disapprove,51.485387,2019
2019-03-20,approve,43.948636,2019
2019-03-20,disapprove,51.76658,2019
2019-03-21,approve,39.746612,2019
2019-03-21,disapprove,55.481791,2019
2019-03-23,approve,41.651563,2019
2019-03-23,disapprove,52.980389,2019
2019-03-21,approve,39.608387,2019
2019-03-21,disapprove,54.626013,2019
2019-03-21,approve,39.237814,2019
2019-03-21,disapprove,49.82106,2019
2019-03-22,approve,38.746612,2019
2019-03-22,disapprove,56.481791,2019
2019-03-24,approve,42.451563,2019
2019-03-24,disapprove,52.480389,2019
2019-03-21,approve,42.948636,2019
2019-03-21,disapprove,51.76658,2019
2019-03-23,approve,40.746612,2019
2019-03-23,disapprove,54.481791,2019
2019-03-22,approve,39.948636,2019
2019-03-22,disapprove,54.76658,2019
2019-03-25,approve,42.951563,2019
2019-03-25,disapprove,51.480389,2019
2019-03-24,approve,39.608387,2019
2019-03-24,disapprove,55.626013,2019
2019-03-24,approve,45.39239,2019
2019-03-24,disapprove,51.103737,2019
2019-03-25,approve,42.162813,2019
2019-03-25,disapprove,51.477711,2019
2019-03-26,approve,43.651563,2019
2019-03-26,disapprove,50.780389,2019
2019-03-25,approve,41.608387,2019
2019-03-25,disapprove,53.626013,2019
2019-03-24,approve,40.746612,2019
2019-03-24,disapprove,54.481791,2019
2019-03-24,approve,39.686784,2019
2019-03-24,disapprove,54.055805,2019
2019-03-24,approve,41.948636,2019
2019-03-24,disapprove,54.76658,2019
2019-03-24,approve,40.686784,2019
2019-03-24,disapprove,56.055805,2019
2019-03-25,approve,40.750369,2019
2019-03-25,disapprove,53.742388,2019
2019-03-27,approve,43.751563,2019
2019-03-27,disapprove,50.780389,2019
2019-03-25,approve,41.746612,2019
2019-03-25,disapprove,53.481791,2019
2019-03-24,approve,41.948636,2019
2019-03-24,disapprove,52.76658,2019
2019-03-25,approve,40.948636,2019
2019-03-25,disapprove,53.76658,2019
2019-03-27,approve,42.237814,2019
2019-03-27,disapprove,53.82106,2019
2019-03-26,approve,43.608387,2019
2019-03-26,disapprove,51.626013,2019
2019-03-26,approve,43.948636,2019
2019-03-26,disapprove,50.76658,2019
2019-03-28,approve,44.051563,2019
2019-03-28,disapprove,50.780389,2019
2019-03-26,approve,40.746612,2019
2019-03-26,disapprove,54.481791,2019
2019-03-26,approve,41.686784,2019
2019-03-26,disapprove,56.055805,2019
2019-03-27,approve,41.948636,2019
2019-03-27,disapprove,52.76658,2019
2019-03-27,approve,43.05001,2019
2019-03-27,disapprove,51.794843,2019
2019-03-29,approve,41.746612,2019
2019-03-29,disapprove,53.481791,2019
2019-03-26,approve,39.686784,2019
2019-03-26,disapprove,55.055805,2019
2019-03-27,approve,40.746612,2019
2019-03-27,disapprove,54.481791,2019
2019-03-27,approve,44.608387,2019
2019-03-27,disapprove,50.626013,2019
2019-03-26,approve,44.351563,2019
2019-03-26,disapprove,52.580389,2019
2019-03-26,approve,40.746612,2019
2019-03-26,disapprove,54.481791,2019
2019-03-29,approve,43.751563,2019
2019-03-29,disapprove,50.880389,2019
2019-03-27,approve,39.948636,2019
2019-03-27,disapprove,55.76658,2019
2019-03-30,approve,43.751563,2019
2019-03-30,disapprove,50.580389,2019
2019-03-28,approve,40.746612,2019
2019-03-28,disapprove,54.481791,2019
2019-03-28,approve,43.608387,2019
2019-03-28,disapprove,51.626013,2019
2019-03-31,approve,43.251563,2019
2019-03-31,disapprove,51.180389,2019
2019-03-28,approve,39.948636,2019
2019-03-28,disapprove,53.76658,2019
2019-03-29,approve,40.746612,2019
2019-03-29,disapprove,54.481791,2019
2019-03-28,approve,41.608485,2019
2019-03-28,disapprove,52.209337,2019
2019-03-31,approve,45.608387,2019
2019-03-31,disapprove,50.626013,2019
2019-03-30,approve,40.746612,2019
2019-03-30,disapprove,54.481791,2019
2019-04-01,approve,43.351563,2019
2019-04-01,disapprove,51.680389,2019
2019-03-29,approve,39.948636,2019
2019-03-29,disapprove,54.76658,2019
2019-03-31,approve,40.746612,2019
2019-03-31,disapprove,54.481791,2019
2019-03-30,approve,43.948636,2019
2019-03-30,disapprove,52.76658,2019
2019-04-01,approve,42.608387,2019
2019-04-01,disapprove,52.626013,2019
2019-04-02,approve,43.851563,2019
2019-04-02,disapprove,51.180389,2019
2019-04-01,approve,40.746612,2019
2019-04-01,disapprove,54.481791,2019
2019-04-02,approve,41.686784,2019
2019-04-02,disapprove,53.055805,2019
2019-04-03,approve,43.451563,2019
2019-04-03,disapprove,51.580389,2019
2019-03-31,approve,44.948636,2019
2019-03-31,disapprove,51.76658,2019
2019-03-31,approve,40.527124,2019
2019-03-31,disapprove,54.830237,2019
2019-04-01,approve,41.686784,2019
2019-04-01,disapprove,54.055805,2019
2019-04-15,approve,36.393949,2019
2019-04-15,disapprove,51.663376,2019
2019-04-02,approve,44.608387,2019
2019-04-02,disapprove,49.626013,2019
2019-04-01,approve,42.948636,2019
2019-04-01,disapprove,51.76658,2019
2019-04-04,approve,43.451563,2019
2019-04-04,disapprove,51.180389,2019
2019-04-02,approve,40.746612,2019
2019-04-02,disapprove,54.481791,2019
2019-04-02,approve,42.948636,2019
2019-04-02,disapprove,51.76658,2019
2019-04-03,approve,43.608387,2019
2019-04-03,disapprove,50.626013,2019
2019-04-03,approve,44.948636,2019
2019-04-03,disapprove,51.76658,2019
2019-04-06,approve,42.539711,2019
2019-04-06,disapprove,51.592009,2019
2019-04-04,approve,42.329036,2019
2019-04-04,disapprove,51.925343,2019
2019-04-03,approve,41.746612,2019
2019-04-03,disapprove,53.481791,2019
2019-04-02,approve,41.746612,2019
2019-04-02,disapprove,53.481791,2019
2019-04-05,approve,42.451563,2019
2019-04-05,disapprove,52.480389,2019
2019-04-03,approve,43.948636,2019
2019-04-03,disapprove,51.76658,2019
2019-04-04,approve,40.746612,2019
2019-04-04,disapprove,54.481791,2019
2019-04-04,approve,45.608387,2019
2019-04-04,disapprove,48.626013,2019
2019-04-06,approve,41.851563,2019
2019-04-06,disapprove,53.680389,2019
2019-04-05,approve,40.746612,2019
2019-04-05,disapprove,54.481791,2019
2019-04-07,approve,39.72877,2019
2019-04-07,disapprove,55.67871,2019
2019-04-07,approve,41.551563,2019
2019-04-07,disapprove,53.380389,2019
2019-04-07,approve,43.613321,2019
2019-04-07,disapprove,51.248116,2019
2019-04-05,approve,43.948636,2019
2019-04-05,disapprove,52.76658,2019
2019-04-07,approve,45.608387,2019
2019-04-07,disapprove,48.626013,2019
2019-04-08,approve,40.651563,2019
2019-04-08,disapprove,54.280389,2019
2019-04-05,approve,40.948636,2019
2019-04-05,disapprove,55.76658,2019
2019-04-09,approve,45.861441,2019
2019-04-09,disapprove,49.539189,2019
2019-04-06,approve,42.746612,2019
2019-04-06,disapprove,52.481791,2019
2019-04-08,approve,47.608387,2019
2019-04-08,disapprove,46.626013,2019
2019-04-06,approve,40.948636,2019
2019-04-06,disapprove,54.76658,2019
2019-04-07,approve,41.686784,2019
2019-04-07,disapprove,53.055805,2019
2019-04-07,approve,43.686784,2019
2019-04-07,disapprove,52.055805,2019
2019-04-09,approve,40.051563,2019
2019-04-09,disapprove,54.880389,2019
2019-04-07,approve,39.686784,2019
2019-04-07,disapprove,57.055805,2019
2019-04-07,approve,42.746612,2019
2019-04-07,disapprove,52.481791,2019
2019-04-08,approve,41.746612,2019
2019-04-08,disapprove,53.481791,2019
2019-04-07,approve,40.948636,2019
2019-04-07,disapprove,56.76658,2019
2019-04-08,approve,43.948636,2019
2019-04-08,disapprove,52.76658,2019
2019-04-09,approve,45.608387,2019
2019-04-09,disapprove,48.626013,2019
2019-04-09,approve,39.746612,2019
2019-04-09,disapprove,55.481791,2019
2019-04-09,approve,39.948636,2019
2019-04-09,disapprove,52.76658,2019
2019-04-09,approve,41.948636,2019
2019-04-09,disapprove,53.76658,2019
2019-04-10,approve,44.608387,2019
2019-04-10,disapprove,50.626013,2019
2019-04-10,approve,39.746612,2019
2019-04-10,disapprove,55.481791,2019
2019-04-10,approve,41.948636,2019
2019-04-10,disapprove,52.76658,2019
2019-04-11,approve,43.608387,2019
2019-04-11,disapprove,51.626013,2019
2019-04-11,approve,40.746612,2019
2019-04-11,disapprove,54.481791,2019
2019-04-11,approve,39.948636,2019
2019-04-11,disapprove,53.76658,2019
2019-04-12,approve,41.746612,2019
2019-04-12,disapprove,53.481791,2019
2019-04-14,approve,44.608387,2019
2019-04-14,disapprove,50.626013,2019
2019-04-13,approve,41.686784,2019
2019-04-13,disapprove,54.055805,2019
2019-04-12,approve,40.948636,2019
2019-04-12,disapprove,53.76658,2019
2019-04-13,approve,40.746612,2019
2019-04-13,disapprove,54.481791,2019
2019-04-13,approve,42.948636,2019
2019-04-13,disapprove,53.76658,2019
2019-04-15,approve,46.608387,2019
2019-04-15,disapprove,49.626013,2019
2019-04-14,approve,41.568815,2019
2019-04-14,disapprove,51.950052,2019
2019-04-14,approve,41.08833,2019
2019-04-14,disapprove,55.353891,2019
2019-04-14,approve,40.746612,2019
2019-04-14,disapprove,54.481791,2019
2019-04-15,approve,41.686784,2019
2019-04-15,disapprove,53.055805,2019
2019-04-14,approve,43.686784,2019
2019-04-14,disapprove,52.055805,2019
2019-04-15,approve,40.262775,2019
2019-04-15,disapprove,55.326316,2019
2019-04-16,approve,41.769187,2019
2019-04-16,disapprove,53.41321,2019
2019-04-14,approve,41.948636,2019
2019-04-14,disapprove,53.76658,2019
2019-04-15,approve,39.746612,2019
2019-04-15,disapprove,55.481791,2019
2019-04-16,approve,40.746612,2019
2019-04-16,disapprove,54.481791,2019
2019-04-16,approve,41.948636,2019
2019-04-16,disapprove,51.76658,2019
2019-04-16,approve,43.012924,2019
2019-04-16,disapprove,51.485387,2019
2019-04-15,approve,41.948636,2019
2019-04-15,disapprove,51.76658,2019
2019-04-16,approve,46.608387,2019
2019-04-16,disapprove,49.626013,2019
2019-04-16,approve,40.527124,2019
2019-04-16,disapprove,52.830237,2019
2019-04-17,approve,44.608387,2019
2019-04-17,disapprove,51.626013,2019
2019-04-16,approve,41.746612,2019
2019-04-16,disapprove,53.481791,2019
2019-04-16,approve,41.351563,2019
2019-04-16,disapprove,54.580389,2019
2019-04-16,approve,43.948636,2019
2019-04-16,disapprove,52.76658,2019
2019-04-17,approve,41.746612,2019
2019-04-17,disapprove,53.481791,2019
2019-04-19,approve,40.746612,2019
2019-04-19,disapprove,54.481791,2019
2019-04-18,approve,41.746612,2019
2019-04-18,disapprove,53.481791,2019
2019-04-17,approve,44.234448,2019
2019-04-17,disapprove,54.142375,2019
2019-04-17,approve,42.948636,2019
2019-04-17,disapprove,51.76658,2019
2019-04-18,approve,43.608387,2019
2019-04-18,disapprove,52.626013,2019
2019-04-18,approve,41.948636,2019
2019-04-18,disapprove,52.76658,2019
2019-04-19,approve,41.746612,2019
2019-04-19,disapprove,53.481791,2019
2019-04-20,approve,41.584929,2019
2019-04-20,disapprove,53.955382,2019
2019-04-19,approve,38.351563,2019
2019-04-19,disapprove,54.580389,2019
2019-04-21,approve,38.686784,2019
2019-04-21,disapprove,56.055805,2019
2019-04-20,approve,37.686784,2019
2019-04-20,disapprove,58.055805,2019
2019-04-20,approve,40.746612,2019
2019-04-20,disapprove,54.481791,2019
2019-04-19,approve,40.948636,2019
2019-04-19,disapprove,52.76658,2019
2019-04-21,approve,41.608387,2019
2019-04-21,disapprove,52.626013,2019
2019-04-19,approve,42.746612,2019
2019-04-19,disapprove,52.481791,2019
2019-04-22,approve,43.608387,2019
2019-04-22,disapprove,50.626013,2019
2019-04-23,approve,41.351563,2019
2019-04-23,disapprove,51.580389,2019
2019-04-21,approve,36.686784,2019
2019-04-21,disapprove,58.055805,2019
2019-04-20,approve,41.948636,2019
2019-04-20,disapprove,53.76658,2019
2019-04-21,approve,40.746612,2019
2019-04-21,disapprove,54.481791,2019
2019-04-21,approve,42.948636,2019
2019-04-21,disapprove,51.76658,2019
2019-04-22,approve,40.746612,2019
2019-04-22,disapprove,54.481791,2019
2019-04-23,approve,41.746612,2019
2019-04-23,disapprove,53.481791,2019
2019-04-22,approve,45.948636,2019
2019-04-22,disapprove,49.76658,2019
2019-04-23,approve,42.948636,2019
2019-04-23,disapprove,51.76658,2019
2019-04-23,approve,43.608387,2019
2019-04-23,disapprove,50.626013,2019
2019-04-24,approve,44.608387,2019
2019-04-24,disapprove,49.626013,2019
2019-04-26,approve,40.746612,2019
2019-04-26,disapprove,54.481791,2019
2019-04-23,approve,40.746612,2019
2019-04-23,disapprove,54.481791,2019
2019-04-23,approve,40.948636,2019
2019-04-23,disapprove,53.76658,2019
2019-04-24,approve,40.746612,2019
2019-04-24,disapprove,54.481791,2019
2019-04-25,approve,43.608387,2019
2019-04-25,disapprove,50.626013,2019
2019-04-24,approve,39.686784,2019
2019-04-24,disapprove,56.055805,2019
2019-04-30,approve,46.861441,2019
2019-04-30,disapprove,48.539189,2019
2019-04-24,approve,43.948636,2019
2019-04-24,disapprove,51.76658,2019
2019-04-25,approve,39.746612,2019
2019-04-25,disapprove,55.481791,2019
2019-04-25,approve,39.718064,2019
2019-04-25,disapprove,52.689878,2019
2019-04-27,approve,43.325972,2019
2019-04-27,disapprove,54.291692,2019
2019-04-26,approve,40.746612,2019
2019-04-26,disapprove,54.481791,2019
2019-04-25,approve,39.948636,2019
2019-04-25,disapprove,54.76658,2019
2019-04-27,approve,40.686784,2019
2019-04-27,disapprove,54.055805,2019
2019-04-28,approve,42.608387,2019
2019-04-28,disapprove,50.626013,2019
2019-04-29,approve,41.066953,2019
2019-04-29,disapprove,54.852359,2019
2019-04-27,approve,39.746612,2019
2019-04-27,disapprove,55.481791,2019
2019-04-26,approve,42.948636,2019
2019-04-26,disapprove,53.76658,2019
2019-04-28,approve,43.769187,2019
2019-04-28,disapprove,49.41321,2019
2019-04-29,approve,43.608387,2019
2019-04-29,disapprove,50.626013,2019
2019-04-29,approve,42.05001,2019
2019-04-29,disapprove,53.794843,2019
2019-04-27,approve,40.948636,2019
2019-04-27,disapprove,52.76658,2019
2019-04-28,approve,44.043534,2019
2019-04-28,disapprove,51.216002,2019
2019-04-28,approve,40.746612,2019
2019-04-28,disapprove,54.481791,2019
2019-04-29,approve,40.746612,2019
2019-04-29,disapprove,54.481791,2019
2019-04-29,approve,45.948636,2019
2019-04-29,disapprove,50.76658,2019
2019-04-29,approve,42.750369,2019
2019-04-29,disapprove,53.742388,2019
2019-04-30,approve,41.746612,2019
2019-04-30,disapprove,53.481791,2019
2019-04-30,approve,44.608387,2019
2019-04-30,disapprove,49.626013,2019
2019-04-30,approve,41.948636,2019
2019-04-30,disapprove,53.76658,2019
2019-04-30,approve,42.948636,2019
2019-04-30,disapprove,51.76658,2019
2019-04-29,approve,38.686784,2019
2019-04-29,disapprove,55.055805,2019
2019-04-30,approve,43.948636,2019
2019-04-30,disapprove,53.76658,2019
2019-05-01,approve,45.608387,2019
2019-05-01,disapprove,48.626013,2019
2019-04-30,approve,41.746612,2019
2019-04-30,disapprove,53.481791,2019
2019-05-01,approve,41.746612,2019
2019-05-01,disapprove,53.481791,2019
2019-05-01,approve,45.237814,2019
2019-05-01,disapprove,51.82106,2019
2019-04-30,approve,40.351563,2019
2019-04-30,disapprove,54.580389,2019
2019-05-03,approve,41.746612,2019
2019-05-03,disapprove,53.481791,2019
2019-05-02,approve,41.746612,2019
2019-05-02,disapprove,53.481791,2019
2019-05-01,approve,41.746612,2019
2019-05-01,disapprove,53.481791,2019
2019-05-01,approve,40.608485,2019
2019-05-01,disapprove,56.209337,2019
2019-05-01,approve,38.527124,2019
2019-05-01,disapprove,52.830237,2019
2019-05-05,approve,44.539711,2019
2019-05-05,disapprove,49.592009,2019
2019-05-01,approve,40.948636,2019
2019-05-01,disapprove,55.76658,2019
2019-05-02,approve,44.608387,2019
2019-05-02,disapprove,48.626013,2019
2019-05-03,approve,42.746612,2019
2019-05-03,disapprove,52.481791,2019
2019-05-02,approve,41.948636,2019
2019-05-02,disapprove,54.76658,2019
2019-05-05,approve,44.608387,2019
2019-05-05,disapprove,49.626013,2019
2019-05-04,approve,42.746612,2019
2019-05-04,disapprove,52.481791,2019
2019-05-03,approve,40.948636,2019
2019-05-03,disapprove,52.76658,2019
2019-05-05,approve,42.686784,2019
2019-05-05,disapprove,52.055805,2019
2019-05-06,approve,42.686784,2019
2019-05-06,disapprove,52.055805,2019
2019-05-06,approve,43.608387,2019
2019-05-06,disapprove,50.626013,2019
2019-05-05,approve,42.746612,2019
2019-05-05,disapprove,52.481791,2019
2019-05-05,approve,39.686784,2019
2019-05-05,disapprove,55.055805,2019
2019-05-04,approve,42.948636,2019
2019-05-04,disapprove,50.76658,2019
2019-05-06,approve,41.72877,2019
2019-05-06,disapprove,52.67871,2019
2019-05-05,approve,39.686784,2019
2019-05-05,disapprove,55.055805,2019
2019-05-05,approve,44.948636,2019
2019-05-05,disapprove,53.76658,2019
2019-05-06,approve,42.746612,2019
2019-05-06,disapprove,52.481791,2019
2019-05-06,approve,42.686784,2019
2019-05-06,disapprove,53.055805,2019
2019-05-13,approve,42.162813,2019
2019-05-13,disapprove,55.477711,2019
2019-05-06,approve,41.948636,2019
2019-05-06,disapprove,54.76658,2019
2019-05-07,approve,42.948636,2019
2019-05-07,disapprove,49.76658,2019
2019-05-07,approve,42.746612,2019
2019-05-07,disapprove,52.481791,2019
2019-05-09,approve,44.743003,2019
2019-05-09,disapprove,49.945964,2019
2019-05-07,approve,43.608387,2019
2019-05-07,disapprove,50.626013,2019
2019-05-07,approve,40.351563,2019
2019-05-07,disapprove,53.580389,2019
2019-05-10,approve,41.746612,2019
2019-05-10,disapprove,53.481791,2019
2019-05-07,approve,42.948636,2019
2019-05-07,disapprove,53.76658,2019
2019-05-12,approve,42.861441,2019
2019-05-12,disapprove,50.539189,2019
2019-05-08,approve,42.746612,2019
2019-05-08,disapprove,52.481791,2019
2019-05-08,approve,43.608387,2019
2019-05-08,disapprove,51.626013,2019
2019-05-09,approve,43.608387,2019
2019-05-09,disapprove,51.626013,2019
2019-05-08,approve,40.948636,2019
2019-05-08,disapprove,53.76658,2019
2019-05-09,approve,42.746612,2019
2019-05-09,disapprove,52.481791,2019
2019-05-11,approve,43.19239,2019
2019-05-11,disapprove,52.503737,2019
2019-05-09,approve,41.948636,2019
2019-05-09,disapprove,53.76658,2019
2019-05-12,approve,41.613321,2019
2019-05-12,disapprove,52.248116,2019
2019-05-10,approve,41.746612,2019
2019-05-10,disapprove,53.481791,2019
2019-05-12,approve,44.608387,2019
2019-05-12,disapprove,50.626013,2019
2019-05-11,approve,38.686784,2019
2019-05-11,disapprove,56.055805,2019
2019-05-10,approve,42.948636,2019
2019-05-10,disapprove,52.76658,2019
2019-05-11,approve,39.746612,2019
2019-05-11,disapprove,55.481791,2019
2019-05-12,approve,37.686784,2019
2019-05-12,disapprove,56.055805,2019
2019-05-12,approve,40.686784,2019
2019-05-12,disapprove,57.055805,2019
2019-05-11,approve,39.746612,2019
2019-05-11,disapprove,55.481791,2019
2019-05-12,approve,41.948636,2019
2019-05-12,disapprove,54.76658,2019
2019-05-13,approve,43.608387,2019
2019-05-13,disapprove,50.626013,2019
2019-05-12,approve,39.746612,2019
2019-05-12,disapprove,55.481791,2019
2019-05-14,approve,40.351563,2019
2019-05-14,disapprove,53.580389,2019
2019-05-13,approve,41.368815,2019
2019-05-13,disapprove,51.950052,2019
2019-05-12,approve,43.948636,2019
2019-05-12,disapprove,52.76658,2019
2019-05-13,approve,40.746612,2019
2019-05-13,disapprove,54.481791,2019
2019-05-13,approve,41.948636,2019
2019-05-13,disapprove,53.76658,2019
2019-05-14,approve,42.608387,2019
2019-05-14,disapprove,51.626013,2019
2019-05-14,approve,44.012924,2019
2019-05-14,disapprove,53.485387,2019
2019-05-14,approve,39.948636,2019
2019-05-14,disapprove,51.76658,2019
2019-05-14,approve,41.746612,2019
2019-05-14,disapprove,53.481791,2019
2019-05-15,approve,41.746612,2019
2019-05-15,disapprove,53.481791,2019
2019-05-15,approve,39.608387,2019
2019-05-15,disapprove,54.626013,2019
2019-05-17,approve,41.746612,2019
2019-05-17,disapprove,53.481791,2019
2019-05-14,approve,45.948636,2019
2019-05-14,disapprove,51.76658,2019
2019-05-20,approve,39.686784,2019
2019-05-20,disapprove,57.055805,2019
2019-05-15,approve,39.948636,2019
2019-05-15,disapprove,55.76658,2019
2019-05-16,approve,39.608387,2019
2019-05-16,disapprove,54.626013,2019
2019-05-16,approve,41.746612,2019
2019-05-16,disapprove,53.481791,2019
2019-05-17,approve,41.746612,2019
2019-05-17,disapprove,53.481791,2019
2019-05-16,approve,42.948636,2019
2019-05-16,disapprove,53.76658,2019
2019-05-17,approve,40.948636,2019
2019-05-17,disapprove,53.76658,2019
2019-05-18,approve,40.746612,2019
2019-05-18,disapprove,54.481791,2019
2019-05-19,approve,38.608387,2019
2019-05-19,disapprove,55.626013,2019
2019-05-19,approve,36.686784,2019
2019-05-19,disapprove,59.055805,2019
2019-05-19,approve,39.746612,2019
2019-05-19,disapprove,55.481791,2019
2019-05-18,approve,42.948636,2019
2019-05-18,disapprove,53.76658,2019
2019-05-20,approve,39.750369,2019
2019-05-20,disapprove,55.742388,2019
2019-05-20,approve,40.608387,2019
2019-05-20,disapprove,54.626013,2019
2019-05-20,approve,38.686784,2019
2019-05-20,disapprove,56.055805,2019
2019-05-19,approve,41.686784,2019
2019-05-19,disapprove,57.055805,2019
2019-05-20,approve,40.262775,2019
2019-05-20,disapprove,53.326316,2019
2019-05-19,approve,39.527124,2019
2019-05-19,disapprove,53.830237,2019
2019-05-20,approve,42.37161,2019
2019-05-20,disapprove,51.419838,2019
2019-05-20,approve,40.746612,2019
2019-05-20,disapprove,54.481791,2019
2019-05-20,approve,40.948636,2019
2019-05-20,disapprove,56.76658,2019
2019-05-20,approve,40.08833,2019
2019-05-20,disapprove,56.353891,2019
2019-05-20,approve,42.351563,2019
2019-05-20,disapprove,54.580389,2019
2019-05-20,approve,42.584929,2019
2019-05-20,disapprove,52.955382,2019
2019-05-20,approve,42.948636,2019
2019-05-20,disapprove,54.76658,2019
2019-05-21,approve,41.746612,2019
2019-05-21,disapprove,53.481791,2019
2019-05-21,approve,41.948636,2019
2019-05-21,disapprove,52.76658,2019
2019-05-21,approve,40.608387,2019
2019-05-21,disapprove,54.626013,2019
2019-05-22,approve,41.686784,2019
2019-05-22,disapprove,54.055805,2019
2019-05-22,approve,41.608387,2019
2019-05-22,disapprove,53.626013,2019
2019-05-24,approve,41.746612,2019
2019-05-24,disapprove,53.481791,2019
2019-05-21,approve,40.948636,2019
2019-05-21,disapprove,55.76658,2019
2019-05-22,approve,43.746612,2019
2019-05-22,disapprove,51.481791,2019
2019-05-23,approve,40.608387,2019
2019-05-23,disapprove,53.626013,2019
2019-05-22,approve,40.948636,2019
2019-05-22,disapprove,54.76658,2019
2019-05-23,approve,43.746612,2019
2019-05-23,disapprove,51.481791,2019
2019-05-23,approve,42.948636,2019
2019-05-23,disapprove,52.76658,2019
2019-05-30,approve,40.861441,2019
2019-05-30,disapprove,53.539189,2019
2019-05-23,approve,39.738121,2019
2019-05-23,disapprove,52.877521,2019
2019-05-24,approve,41.746612,2019
2019-05-24,disapprove,53.481791,2019
2019-05-25,approve,40.746612,2019
2019-05-25,disapprove,54.481791,2019
2019-05-25,approve,38.686784,2019
2019-05-25,disapprove,58.055805,2019
2019-05-26,approve,39.237814,2019
2019-05-26,disapprove,50.82106,2019
2019-05-24,approve,42.948636,2019
2019-05-24,disapprove,54.76658,2019
2019-05-26,approve,40.608387,2019
2019-05-26,disapprove,54.626013,2019
2019-05-27,approve,40.608387,2019
2019-05-27,disapprove,54.626013,2019
2019-05-25,approve,39.746612,2019
2019-05-25,disapprove,55.481791,2019
2019-05-26,approve,40.746612,2019
2019-05-26,disapprove,54.481791,2019
2019-05-26,approve,42.948636,2019
2019-05-26,disapprove,52.76658,2019
2019-05-26,approve,42.948636,2019
2019-05-26,disapprove,52.76658,2019
2019-05-27,approve,39.686784,2019
2019-05-27,disapprove,55.055805,2019
2019-05-28,approve,42.948636,2019
2019-05-28,disapprove,52.76658,2019
2019-05-28,approve,42.948636,2019
2019-05-28,disapprove,50.76658,2019
2019-05-28,approve,41.608387,2019
2019-05-28,disapprove,53.626013,2019
2019-05-28,approve,41.746612,2019
2019-05-28,disapprove,53.481791,2019
2019-05-28,approve,42.948636,2019
2019-05-28,disapprove,52.76658,2019
2019-05-29,approve,41.746612,2019
2019-05-29,disapprove,53.481791,2019
2019-05-29,approve,42.608387,2019
2019-05-29,disapprove,53.626013,2019
2019-05-31,approve,41.746612,2019
2019-05-31,disapprove,53.481791,2019
2019-05-29,approve,43.948636,2019
2019-05-29,disapprove,52.76658,2019
2019-05-30,approve,42.608387,2019
2019-05-30,disapprove,52.626013,2019
2019-05-30,approve,40.686784,2019
2019-05-30,disapprove,55.055805,2019
2019-05-30,approve,41.746612,2019
2019-05-30,disapprove,53.481791,2019
2019-05-29,approve,42.351563,2019
2019-05-29,disapprove,55.580389,2019
2019-05-30,approve,40.948636,2019
2019-05-30,disapprove,53.76658,2019
2019-05-30,approve,43.746612,2019
2019-05-30,disapprove,51.481791,2019
2019-05-31,approve,44.043534,2019
2019-05-31,disapprove,51.216002,2019
2019-05-31,approve,41.746612,2019
2019-05-31,disapprove,53.481791,2019
2019-06-01,approve,41.746612,2019
2019-06-01,disapprove,53.481791,2019
2019-05-31,approve,42.948636,2019
2019-05-31,disapprove,55.76658,2019
2019-06-02,approve,41.608387,2019
2019-06-02,disapprove,53.626013,2019
2019-06-01,approve,43.948636,2019
2019-06-01,disapprove,50.76658,2019
2019-06-01,approve,40.527124,2019
2019-06-01,disapprove,55.830237,2019
2019-06-02,approve,41.746612,2019
2019-06-02,disapprove,53.481791,2019
2019-06-02,approve,42.686784,2019
2019-06-02,disapprove,55.055805,2019
2019-06-03,approve,43.567687,2019
2019-06-03,disapprove,53.607402,2019
2019-06-02,approve,40.686784,2019
2019-06-02,disapprove,54.055805,2019
2019-06-03,approve,43.608387,2019
2019-06-03,disapprove,51.626013,2019
2019-06-03,approve,41.72877,2019
2019-06-03,disapprove,53.67871,2019
2019-06-04,approve,42.05001,2019
2019-06-04,disapprove,49.794843,2019
2019-06-03,approve,41.746612,2019
2019-06-03,disapprove,53.481791,2019
2019-06-02,approve,41.948636,2019
2019-06-02,disapprove,52.76658,2019
2019-06-04,approve,43.769187,2019
2019-06-04,disapprove,53.41321,2019
2019-06-05,approve,40.351563,2019
2019-06-05,disapprove,55.580389,2019
2019-06-04,approve,43.948636,2019
2019-06-04,disapprove,50.76658,2019
2019-06-04,approve,41.746612,2019
2019-06-04,disapprove,53.481791,2019
2019-06-04,approve,42.948636,2019
2019-06-04,disapprove,51.76658,2019
